"","crace.WBH","cage.cat","cedu.cat","cfemale","cstate",".freq","cfreq.state","cpercent.state","cregion"
"2164",1,4,1,1,"MI",11041,357398,0.0308927297592163,"midwest"
"2165",1,1,2,1,"MI",7523,357398,0.0210493616759777,"midwest"
"2166",1,2,2,1,"MI",15295,357398,0.0427954271435738,"midwest"
"2167",1,3,2,1,"MI",19146,357398,0.0535705275833607,"midwest"
"2168",1,4,2,1,"MI",14058,357398,0.0393343009054661,"midwest"
"2169",1,1,3,1,"MI",12905,357398,0.0361082032322884,"midwest"
"2170",1,2,3,1,"MI",18220,357398,0.0509795807301998,"midwest"
"2171",1,3,3,1,"MI",15789,357398,0.0441776402294636,"midwest"
"2172",1,4,3,1,"MI",5462,357398,0.0152826821431518,"midwest"
"2173",1,1,4,1,"MI",4426,357398,0.0123839527368546,"midwest"
"2174",1,2,4,1,"MI",10588,357398,0.0296252351254225,"midwest"
"2175",1,3,4,1,"MI",10111,357398,0.0282905884087086,"midwest"
"2176",1,4,4,1,"MI",3300,357398,0.00923340395092964,"midwest"
"2177",2,1,1,1,"MI",1216,357398,0.00340236932970583,"midwest"
"2178",2,2,1,1,"MI",1083,357398,0.00303023518063128,"midwest"
"2179",2,3,1,1,"MI",1180,357398,0.00330164120532572,"midwest"
"2180",2,4,1,1,"MI",1545,357398,0.0043229116126895,"midwest"
"2181",2,1,2,1,"MI",1471,357398,0.00411585951223969,"midwest"
"2182",2,2,2,1,"MI",1829,357398,0.00511754397302866,"midwest"
"2183",2,3,2,1,"MI",1694,357398,0.00473981397226453,"midwest"
"2184",2,4,2,1,"MI",770,357398,0.00215446087531745,"midwest"
"2185",2,1,3,1,"MI",1909,357398,0.00534138409420848,"midwest"
"2186",2,2,3,1,"MI",2630,357398,0.007358742877841,"midwest"
"2187",2,3,3,1,"MI",2016,357398,0.00564077030867338,"midwest"
"2188",2,4,3,1,"MI",469,357398,0.00131226249504834,"midwest"
"2189",2,1,4,1,"MI",405,357398,0.00113319046795368,"midwest"
"2190",2,2,4,1,"MI",946,357398,0.00264690909534693,"midwest"
"2191",2,3,4,1,"MI",951,357398,0.00266089895740151,"midwest"
"2192",2,4,4,1,"MI",223,357398,0.00062395422719419,"midwest"
"2193",3,1,1,1,"MI",302,357398,0.000844996306113899,"midwest"
"2194",3,2,1,1,"MI",248,357398,0.000693904294166714,"midwest"
"2195",3,3,1,1,"MI",247,357398,0.000691106251906604,"midwest"
"2196",3,4,1,1,"MI",175,357398,0.000489650177769363,"midwest"
"2197",3,1,2,1,"MI",352,357398,0.000984896440058947,"midwest"
"2198",3,2,2,1,"MI",378,357398,0.0010576443746686,"midwest"
"2199",3,3,2,1,"MI",256,357398,0.000716288283001631,"midwest"
"2200",3,4,2,1,"MI",68,357398,0.000190264079719782,"midwest"
"2201",3,1,3,1,"MI",388,357398,0.00108562444802374,"midwest"
"2202",3,2,3,1,"MI",407,357398,0.00113878643605858,"midwest"
"2203",3,3,3,1,"MI",203,357398,0.000567994196899235,"midwest"
"2204",3,4,3,1,"MI",36,357398,0.00010072803706862,"midwest"
"2205",3,1,4,1,"MI",109,357398,0.000304982124362141,"midwest"
"2206",3,2,4,1,"MI",173,357398,0.000484054180560634,"midwest"
"2207",3,3,4,1,"MI",103,357398,0.000288194103632122,"midwest"
"2208",3,4,4,1,"MI",17,357398,4.75660199299455e-05,"midwest"
"2209",1,1,1,0,"MN",2780,178673,0.0155591499060392,"midwest"
"2210",1,2,1,0,"MN",1788,178673,0.010007107630372,"midwest"
"2211",1,3,1,0,"MN",2688,178673,0.0150442430749536,"midwest"
"2212",1,4,1,0,"MN",5475,178673,0.0306425709277391,"midwest"
"2213",1,1,2,0,"MN",4707,178673,0.0263442154973745,"midwest"
"2214",1,2,2,0,"MN",8867,178673,0.0496269725263119,"midwest"
"2215",1,3,2,0,"MN",9440,178673,0.0528339482843876,"midwest"
"2216",1,4,2,0,"MN",4442,178673,0.0248610582202673,"midwest"
"2217",1,1,3,0,"MN",6591,178673,0.0368886180222034,"midwest"
"2218",1,2,3,0,"MN",9664,178673,0.0540876351296902,"midwest"
"2219",1,3,3,0,"MN",8355,178673,0.0467614009976387,"midwest"
"2220",1,4,3,0,"MN",2210,178673,0.0123689649626613,"midwest"
"2221",1,1,4,0,"MN",2261,178673,0.0126544022932649,"midwest"
"2222",1,2,4,0,"MN",6711,178673,0.037560235708952,"midwest"
"2223",1,3,4,0,"MN",7226,178673,0.0404425971210003,"midwest"
"2224",1,4,4,0,"MN",2040,178673,0.0114175053313375,"midwest"
"2225",2,1,1,0,"MN",179,178673,0.00100183021277189,"midwest"
"2226",2,2,1,0,"MN",114,178673,0.000638037105090916,"midwest"
"2227",2,3,1,0,"MN",54,178673,0.000302228087093681,"midwest"
"2228",2,4,1,0,"MN",41,178673,0.000229469471378252,"midwest"
"2229",2,1,2,0,"MN",144,178673,0.000805941584985703,"midwest"
"2230",2,2,2,0,"MN",180,178673,0.00100742699578404,"midwest"
"2231",2,3,2,0,"MN",72,178673,0.000402970792492852,"midwest"
"2232",2,4,2,0,"MN",17,178673,9.51458787312731e-05,"midwest"
"2233",2,1,3,0,"MN",165,178673,0.00092347472673282,"midwest"
"2234",2,2,3,0,"MN",188,178673,0.0010522014927119,"midwest"
"2235",2,3,3,0,"MN",98,178673,0.00054848799481988,"midwest"
"2236",2,4,3,0,"MN",15,178673,8.39522472233512e-05,"midwest"
"2237",2,1,4,0,"MN",41,178673,0.000229469471378252,"midwest"
"2238",2,2,4,0,"MN",114,178673,0.000638037105090916,"midwest"
"2239",2,3,4,0,"MN",70,178673,0.000391777168260887,"midwest"
"2240",2,4,4,0,"MN",10,178673,5.59681648155674e-05,"midwest"
"2241",3,1,1,0,"MN",158,178673,0.000884297012817115,"midwest"
"2242",3,2,1,0,"MN",122,178673,0.000682811602018774,"midwest"
"2243",3,3,1,0,"MN",62,178673,0.000347002613125369,"midwest"
"2244",3,4,1,0,"MN",29,178673,0.00016230768233072,"midwest"
"2245",3,1,2,0,"MN",116,178673,0.000649230729322881,"midwest"
"2246",3,2,2,0,"MN",103,178673,0.000576472084503621,"midwest"
"2247",3,3,2,0,"MN",58,178673,0.00032461536466144,"midwest"
"2248",3,4,2,0,"MN",5,178673,2.79840824077837e-05,"midwest"
"2249",3,1,3,0,"MN",88,178673,0.000492519873660058,"midwest"
"2250",3,2,3,0,"MN",100,178673,0.000559681677259505,"midwest"
"2251",3,3,3,0,"MN",47,178673,0.000263050373177975,"midwest"
"2252",3,4,3,0,"MN",8,178673,4.47745333076455e-05,"midwest"
"2253",3,1,4,0,"MN",23,178673,0.000128726780530997,"midwest"
"2254",3,2,4,0,"MN",55,178673,0.000307824899209663,"midwest"
"2255",3,3,4,0,"MN",31,178673,0.000173501306562684,"midwest"
"2256",3,4,4,0,"MN",9,178673,5.03713490616065e-05,"midwest"
"2257",1,1,1,1,"MN",1911,178673,0.0106955161318183,"midwest"
"2258",1,2,1,1,"MN",1174,178673,0.00657066283747554,"midwest"
"2259",1,3,1,1,"MN",1962,178673,0.0109809543937445,"midwest"
"2260",1,4,1,1,"MN",5844,178673,0.0327077955007553,"midwest"
"2261",1,1,2,1,"MN",3427,178673,0.0191802904009819,"midwest"
"2262",1,2,2,1,"MN",7152,178673,0.0400284305214882,"midwest"
"2263",1,3,2,1,"MN",10065,178673,0.0563319586217403,"midwest"
"2264",1,4,2,1,"MN",7205,178673,0.0403250642120838,"midwest"
"2265",1,1,3,1,"MN",7499,178673,0.0419705286622047,"midwest"
"2266",1,2,3,1,"MN",11032,178673,0.0617440789937973,"midwest"
"2267",1,3,3,1,"MN",8931,178673,0.0499851666390896,"midwest"
"2268",1,4,3,1,"MN",3490,178673,0.0195328891277313,"midwest"
"2269",1,1,4,1,"MN",3027,178673,0.0169415641576052,"midwest"
"2270",1,2,4,1,"MN",7487,178673,0.0419033654034138,"midwest"
"2271",1,3,4,1,"MN",6410,178673,0.0358755923807621,"midwest"
"2272",1,4,4,1,"MN",1872,178673,0.0104772401973605,"midwest"
"2273",2,1,1,1,"MN",120,178673,0.000671617977786809,"midwest"
"2274",2,2,1,1,"MN",94,178673,0.000526100746355951,"midwest"
"2275",2,3,1,1,"MN",59,178673,0.000330212176777422,"midwest"
"2276",2,4,1,1,"MN",38,178673,0.000212679035030305,"midwest"
"2277",2,1,2,1,"MN",127,178673,0.000710795691702515,"midwest"
"2278",2,2,2,1,"MN",146,178673,0.000817135209217668,"midwest"
"2279",2,3,2,1,"MN",77,178673,0.000430954882176593,"midwest"
"2280",2,4,2,1,"MN",30,178673,0.000167904494446702,"midwest"
"2281",2,1,3,1,"MN",175,178673,0.000979442847892642,"midwest"
"2282",2,2,3,1,"MN",234,178673,0.00130965502467006,"midwest"
"2283",2,3,3,1,"MN",104,178673,0.000582068925723433,"midwest"
"2284",2,4,3,1,"MN",22,178673,0.000123129968415014,"midwest"
"2285",2,1,4,1,"MN",59,178673,0.000330212176777422,"midwest"
"2286",2,2,4,1,"MN",98,178673,0.00054848799481988,"midwest"
"2287",2,3,4,1,"MN",63,178673,0.000352599454345182,"midwest"
"2288",2,4,4,1,"MN",12,178673,6.71617963234894e-05,"midwest"
"2289",3,1,1,1,"MN",119,178673,0.000666021194774657,"midwest"
"2290",3,2,1,1,"MN",70,178673,0.000391777168260887,"midwest"
"2291",3,3,1,1,"MN",52,178673,0.000291034462861717,"midwest"
"2292",3,4,1,1,"MN",37,178673,0.000207082208362408,"midwest"
"2293",3,1,2,1,"MN",109,178673,0.000610053015407175,"midwest"
"2294",3,2,2,1,"MN",94,178673,0.000526100746355951,"midwest"
"2295",3,3,2,1,"MN",59,178673,0.000330212176777422,"midwest"
"2296",3,4,2,1,"MN",16,178673,8.95490666152909e-05,"midwest"
"2297",3,1,3,1,"MN",120,178673,0.000671617977786809,"midwest"
"2298",3,2,3,1,"MN",120,178673,0.000671617977786809,"midwest"
"2299",3,3,3,1,"MN",57,178673,0.000319018552545458,"midwest"
"2300",3,4,3,1,"MN",5,178673,2.79840824077837e-05,"midwest"
"2301",3,1,4,1,"MN",28,178673,0.000156710855662823,"midwest"
"2302",3,2,4,1,"MN",46,178673,0.000257453561061993,"midwest"
"2303",3,3,4,1,"MN",32,178673,0.000179098133230582,"midwest"
"2304",3,4,4,1,"MN",2,178673,1.11936333269114e-05,"midwest"
"2305",1,1,1,0,"MO",3676,204789,0.0179501827806234,"midwest"
"2306",1,2,1,0,"MO",3587,204789,0.0175155885517597,"midwest"
"2307",1,3,1,0,"MO",4506,204789,0.0220031347125769,"midwest"
"2308",1,4,1,0,"MO",5895,204789,0.0287857260555029,"midwest"
"2309",1,1,2,0,"MO",6081,204789,0.0296939779073,"midwest"
"2310",1,2,2,0,"MO",10141,204789,0.0495192594826221,"midwest"
"2311",1,3,2,0,"MO",9872,204789,0.0482057146728039,"midwest"
"2312",1,4,2,0,"MO",5017,204789,0.0244983863085508,"midwest"
"2313",1,1,3,0,"MO",6163,204789,0.0300943907350302,"midwest"
"2314",1,2,3,0,"MO",7291,204789,0.0356024987995625,"midwest"
"2315",1,3,3,0,"MO",7250,204789,0.0354022905230522,"midwest"
"2316",1,4,3,0,"MO",2516,204789,0.0122858164831996,"midwest"
"2317",1,1,4,0,"MO",2208,204789,0.0107818292453885,"midwest"
"2318",1,2,4,0,"MO",5790,204789,0.0282730031758547,"midwest"
"2319",1,3,4,0,"MO",6547,204789,0.031969491392374,"midwest"
"2320",1,4,4,0,"MO",2221,204789,0.0108453091233969,"midwest"
"2321",2,1,1,0,"MO",610,204789,0.00297867553308606,"midwest"
"2322",2,2,1,0,"MO",501,204789,0.00244642049074173,"midwest"
"2323",2,3,1,0,"MO",612,204789,0.00298844184726477,"midwest"
"2324",2,4,1,0,"MO",497,204789,0.00242688809521496,"midwest"
"2325",2,1,2,0,"MO",737,204789,0.00359882600605488,"midwest"
"2326",2,2,2,0,"MO",890,204789,0.00434593670070171,"midwest"
"2327",2,3,2,0,"MO",599,204789,0.00292496173642576,"midwest"
"2328",2,4,2,0,"MO",195,204789,0.000952199567109346,"midwest"
"2329",2,1,3,0,"MO",558,204789,0.00272475578822196,"midwest"
"2330",2,2,3,0,"MO",762,204789,0.00372090307064354,"midwest"
"2331",2,3,3,0,"MO",596,204789,0.00291031249798834,"midwest"
"2332",2,4,3,0,"MO",118,204789,0.000576202815864235,"midwest"
"2333",2,1,4,0,"MO",113,204789,0.000551787437871099,"midwest"
"2334",2,2,4,0,"MO",261,204789,0.00127448246348649,"midwest"
"2335",2,3,4,0,"MO",257,204789,0.00125495018437505,"midwest"
"2336",2,4,4,0,"MO",59,204789,0.000288101407932118,"midwest"
"2337",3,1,1,0,"MO",134,204789,0.000654332048725337,"midwest"
"2338",3,2,1,0,"MO",98,204789,0.000478541332995519,"midwest"
"2339",3,3,1,0,"MO",59,204789,0.000288101407932118,"midwest"
"2340",3,4,1,0,"MO",49,204789,0.00023927066649776,"midwest"
"2341",3,1,2,0,"MO",149,204789,0.000727578124497086,"midwest"
"2342",3,2,2,0,"MO",118,204789,0.000576202815864235,"midwest"
"2343",3,3,2,0,"MO",73,204789,0.000356464472133666,"midwest"
"2344",3,4,2,0,"MO",17,204789,8.30122735351324e-05,"midwest"
"2345",3,1,3,0,"MO",129,204789,0.0006299166707322,"midwest"
"2346",3,2,3,0,"MO",103,204789,0.000502956681884825,"midwest"
"2347",3,3,3,0,"MO",79,204789,0.000385762919904664,"midwest"
"2348",3,4,3,0,"MO",8,204789,3.90645982406568e-05,"midwest"
"2349",3,1,4,0,"MO",46,204789,0.000224621442612261,"midwest"
"2350",3,2,4,0,"MO",75,204789,0.000366230611689389,"midwest"
"2351",3,3,4,0,"MO",47,204789,0.000229504512390122,"midwest"
"2352",3,4,4,0,"MO",12,204789,5.85968955419958e-05,"midwest"
"2353",1,1,1,1,"MO",3072,204789,0.0150008052587509,"midwest"
"2354",1,2,1,1,"MO",2908,204789,0.0141999814659357,"midwest"
"2355",1,3,1,1,"MO",4548,204789,0.0222082249820232,"midwest"
"2356",1,4,1,1,"MO",8363,204789,0.0408371537923813,"midwest"
"2357",1,1,2,1,"MO",5133,204789,0.0250648222863674,"midwest"
"2358",1,2,2,1,"MO",9190,204789,0.0448754578828812,"midwest"
"2359",1,3,2,1,"MO",11398,204789,0.0556572861969471,"midwest"
"2360",1,4,2,1,"MO",8325,204789,0.0406515970826149,"midwest"
"2361",1,1,3,1,"MO",6986,204789,0.0341131612658501,"midwest"
"2362",1,2,3,1,"MO",8870,204789,0.0433128736913204,"midwest"
"2363",1,3,3,1,"MO",7808,204789,0.0381270460784435,"midwest"
"2364",1,4,3,1,"MO",3437,204789,0.0167831275612116,"midwest"
"2365",1,1,4,1,"MO",2868,204789,0.0140046589076519,"midwest"
"2366",1,2,4,1,"MO",6401,204789,0.0312565602362156,"midwest"
"2367",1,3,4,1,"MO",5673,204789,0.0277016833424568,"midwest"
"2368",1,4,4,1,"MO",1887,204789,0.00921436212956905,"midwest"
"2369",2,1,1,1,"MO",545,204789,0.00266127567738295,"midwest"
"2370",2,2,1,1,"MO",523,204789,0.00255384808406234,"midwest"
"2371",2,3,1,1,"MO",613,204789,0.00299332477152348,"midwest"
"2372",2,4,1,1,"MO",812,204789,0.00396505650132895,"midwest"
"2373",2,1,2,1,"MO",786,204789,0.00383809674531221,"midwest"
"2374",2,2,2,1,"MO",936,204789,0.00457055820152164,"midwest"
"2375",2,3,2,1,"MO",747,204789,0.00364765687845647,"midwest"
"2376",2,4,2,1,"MO",357,204789,0.00174325774423778,"midwest"
"2377",2,1,3,1,"MO",840,204789,0.00410178303718567,"midwest"
"2378",2,2,3,1,"MO",1093,204789,0.00533720059320331,"midwest"
"2379",2,3,3,1,"MO",833,204789,0.00406760117039084,"midwest"
"2380",2,4,3,1,"MO",218,204789,0.00106451031751931,"midwest"
"2381",2,1,4,1,"MO",196,204789,0.000957082665991038,"midwest"
"2382",2,2,4,1,"MO",414,204789,0.00202159304171801,"midwest"
"2383",2,3,4,1,"MO",366,204789,0.0017872053431347,"midwest"
"2384",2,4,4,1,"MO",114,204789,0.00055667053675279,"midwest"
"2385",3,1,1,1,"MO",101,204789,0.000493190542329103,"midwest"
"2386",3,2,1,1,"MO",80,204789,0.000390645989682525,"midwest"
"2387",3,3,1,1,"MO",66,204789,0.000322282925480977,"midwest"
"2388",3,4,1,1,"MO",61,204789,0.00029786754748784,"midwest"
"2389",3,1,2,1,"MO",107,204789,0.000522489019203931,"midwest"
"2390",3,2,2,1,"MO",110,204789,0.000537138199433684,"midwest"
"2391",3,3,2,1,"MO",107,204789,0.000522489019203931,"midwest"
"2392",3,4,2,1,"MO",36,204789,0.000175790686625987,"midwest"
"2393",3,1,3,1,"MO",135,204789,0.000659215089399368,"midwest"
"2394",3,2,3,1,"MO",139,204789,0.000678747368510813,"midwest"
"2395",3,3,3,1,"MO",88,204789,0.000429710577009246,"midwest"
"2396",3,4,3,1,"MO",16,204789,7.81291964813136e-05,"midwest"
"2397",3,1,4,1,"MO",46,204789,0.000224621442612261,"midwest"
"2398",3,2,4,1,"MO",63,204789,0.000307633716147393,"midwest"
"2399",3,3,4,1,"MO",40,204789,0.000195322994841263,"midwest"
"2400",3,4,4,1,"MO",12,204789,5.85968955419958e-05,"midwest"
"2401",1,1,1,0,"MS",1587,101807,0.0155883189290762,"south"
"2402",1,2,1,0,"MS",1667,101807,0.0163741204887629,"south"
"2403",1,3,1,0,"MS",2131,101807,0.020931763574481,"south"
"2404",1,4,1,0,"MS",1893,101807,0.0185940060764551,"south"
"2405",1,1,2,0,"MS",1892,101807,0.0185841843485832,"south"
"2406",1,2,2,0,"MS",2804,101807,0.0275423098355532,"south"
"2407",1,3,2,0,"MS",3037,101807,0.0298309549689293,"south"
"2408",1,4,2,0,"MS",1361,101807,0.0133684324100614,"south"
"2409",1,1,3,0,"MS",2428,101807,0.0238490477204323,"south"
"2410",1,2,3,0,"MS",2599,101807,0.025528697296977,"south"
"2411",1,3,3,0,"MS",2754,101807,0.0270511843264103,"south"
"2412",1,4,3,0,"MS",1035,101807,0.0101662948727608,"south"
"2413",1,1,4,0,"MS",695,101807,0.00682664243504405,"south"
"2414",1,2,4,0,"MS",1717,101807,0.0168652441352606,"south"
"2415",1,3,4,0,"MS",2196,101807,0.0215702261775732,"south"
"2416",1,4,4,0,"MS",883,101807,0.00867327395826578,"south"
"2417",2,1,1,0,"MS",1911,101807,0.0187708120793104,"south"
"2418",2,2,1,0,"MS",1643,101807,0.0161383803933859,"south"
"2419",2,3,1,0,"MS",2036,101807,0.019998624920845,"south"
"2420",2,4,1,0,"MS",1361,101807,0.0133684324100614,"south"
"2421",2,1,2,0,"MS",1619,101807,0.0159026384353638,"south"
"2422",2,2,2,0,"MS",1911,101807,0.0187708120793104,"south"
"2423",2,3,2,0,"MS",1080,101807,0.0106083080172539,"south"
"2424",2,4,2,0,"MS",182,101807,0.00178769638296217,"south"
"2425",2,1,3,0,"MS",1300,101807,0.0127692595124245,"south"
"2426",2,2,3,0,"MS",1174,101807,0.0115316240116954,"south"
"2427",2,3,3,0,"MS",739,101807,0.00725883292034268,"south"
"2428",2,4,3,0,"MS",89,101807,0.000874203164130449,"south"
"2429",2,1,4,0,"MS",181,101807,0.00177787384018302,"south"
"2430",2,2,4,0,"MS",284,101807,0.00278959213756025,"south"
"2431",2,3,4,0,"MS",437,101807,0.00429243547841907,"south"
"2432",2,4,4,0,"MS",98,101807,0.000962605699896812,"south"
"2433",3,1,1,0,"MS",59,101807,0.000579527928493917,"south"
"2434",3,2,1,0,"MS",54,101807,0.000530415389221162,"south"
"2435",3,3,1,0,"MS",43,101807,0.000422367826104164,"south"
"2436",3,4,1,0,"MS",21,101807,0.000206272656214423,"south"
"2437",3,1,2,0,"MS",51,101807,0.000500947877299041,"south"
"2438",3,2,2,0,"MS",32,101807,0.000314320233883336,"south"
"2439",3,3,2,0,"MS",19,101807,0.000186627643415704,"south"
"2440",3,4,2,0,"MS",7,101807,6.87575520714745e-05,"south"
"2441",3,1,3,0,"MS",37,101807,0.000363432773156092,"south"
"2442",3,2,3,0,"MS",39,101807,0.000383077771402895,"south"
"2443",3,3,3,0,"MS",33,101807,0.000324142747558653,"south"
"2444",3,4,3,0,"MS",4,101807,3.9290029235417e-05,"south"
"2445",3,1,4,0,"MS",7,101807,6.87575520714745e-05,"south"
"2446",3,2,4,0,"MS",9,101807,8.84025648701936e-05,"south"
"2447",3,3,4,0,"MS",17,101807,0.000166982630616985,"south"
"2448",3,4,4,0,"MS",3,101807,2.94675210170681e-05,"south"
"2449",1,1,1,1,"MS",1189,101807,0.0116789611056447,"south"
"2450",1,2,1,1,"MS",1182,101807,0.011610203422606,"south"
"2451",1,3,1,1,"MS",2103,101807,0.0206567328423262,"south"
"2452",1,4,1,1,"MS",2948,101807,0.0289567522704601,"south"
"2453",1,1,2,1,"MS",1585,101807,0.0155686736106873,"south"
"2454",1,2,2,1,"MS",2634,101807,0.0258724838495255,"south"
"2455",1,3,2,1,"MS",3649,101807,0.0358423292636871,"south"
"2456",1,4,2,1,"MS",2690,101807,0.0264225453138351,"south"
"2457",1,1,3,1,"MS",2759,101807,0.0271002966910601,"south"
"2458",1,2,3,1,"MS",3100,101807,0.0304497722536325,"south"
"2459",1,3,3,1,"MS",3037,101807,0.0298309549689293,"south"
"2460",1,4,3,1,"MS",1421,101807,0.0139577826485038,"south"
"2461",1,1,4,1,"MS",889,101807,0.00873220898211002,"south"
"2462",1,2,4,1,"MS",1992,101807,0.019566435366869,"south"
"2463",1,3,4,1,"MS",1898,101807,0.0186431184411049,"south"
"2464",1,4,4,1,"MS",830,101807,0.00815268140286207,"south"
"2465",2,1,1,1,"MS",1564,101807,0.0153624014928937,"south"
"2466",2,2,1,1,"MS",1651,101807,0.0162169598042965,"south"
"2467",2,3,1,1,"MS",2130,101807,0.020921939983964,"south"
"2468",2,4,1,1,"MS",2308,101807,0.0226703472435474,"south"
"2469",2,1,2,1,"MS",1791,101807,0.0175921097397804,"south"
"2470",2,2,2,1,"MS",2077,101807,0.0204013474285603,"south"
"2471",2,3,2,1,"MS",1399,101807,0.0137416878715158,"south"
"2472",2,4,2,1,"MS",352,101807,0.00345752248540521,"south"
"2473",2,1,3,1,"MS",2036,101807,0.019998624920845,"south"
"2474",2,2,3,1,"MS",1918,101807,0.0188395697623491,"south"
"2475",2,3,3,1,"MS",1001,101807,0.00983233004808426,"south"
"2476",2,4,3,1,"MS",199,101807,0.00195467891171575,"south"
"2477",2,1,4,1,"MS",383,101807,0.00376202026382089,"south"
"2478",2,2,4,1,"MS",713,101807,0.00700344750657678,"south"
"2479",2,3,4,1,"MS",643,101807,0.00631587207317352,"south"
"2480",2,4,4,1,"MS",198,101807,0.00194485648535192,"south"
"2481",3,1,1,1,"MS",38,101807,0.000373255286831409,"south"
"2482",3,2,1,1,"MS",37,101807,0.000363432773156092,"south"
"2483",3,3,1,1,"MS",34,101807,0.000333965261233971,"south"
"2484",3,4,1,1,"MS",20,101807,0.000196450142539106,"south"
"2485",3,1,2,1,"MS",38,101807,0.000373255286831409,"south"
"2486",3,2,2,1,"MS",36,101807,0.000353610259480774,"south"
"2487",3,3,2,1,"MS",32,101807,0.000314320233883336,"south"
"2488",3,4,2,1,"MS",11,101807,0.000108047577668913,"south"
"2489",3,1,3,1,"MS",36,101807,0.000353610259480774,"south"
"2490",3,2,3,1,"MS",36,101807,0.000353610259480774,"south"
"2491",3,3,3,1,"MS",16,101807,0.000157160116941668,"south"
"2492",3,4,3,1,"MS",9,101807,8.84025648701936e-05,"south"
"2493",3,1,4,1,"MS",9,101807,8.84025648701936e-05,"south"
"2494",3,2,4,1,"MS",8,101807,7.8580058470834e-05,"south"
"2495",3,3,4,1,"MS",18,101807,0.000176805129740387,"south"
"2496",3,4,4,1,"MS",1,101807,9.82250730885426e-06,"south"
"2497",1,1,1,0,"MT",570,33493,0.0170184820890427,"west"
"2498",1,2,1,0,"MT",506,33493,0.0151076344773173,"west"
"2499",1,3,1,0,"MT",557,33493,0.0166303403675556,"west"
"2500",1,4,1,0,"MT",870,33493,0.0259755775332451,"west"
"2501",1,1,2,0,"MT",999,33493,0.0298271272331476,"west"
"2502",1,2,2,0,"MT",1652,33493,0.0493237376213074,"west"
"2503",1,3,2,0,"MT",1759,33493,0.0525184385478497,"west"
"2504",1,4,2,0,"MT",951,33493,0.0283939931541681,"west"
"2505",1,1,3,0,"MT",1173,33493,0.0350222438573837,"west"
"2506",1,2,3,0,"MT",1518,33493,0.0453229025006294,"west"
"2507",1,3,3,0,"MT",1796,33493,0.0536231435835361,"west"
"2508",1,4,3,0,"MT",484,33493,0.0144507810473442,"west"
"2509",1,1,4,0,"MT",329,33493,0.00982294790446758,"west"
"2510",1,2,4,0,"MT",1007,33493,0.0300659835338593,"west"
"2511",1,3,4,0,"MT",1732,33493,0.0517122969031334,"west"
"2512",1,4,4,0,"MT",474,33493,0.014152211137116,"west"
"2513",2,1,1,0,"MT",2,33493,5.97139696765225e-05,"west"
"2514",2,2,1,0,"MT",1,33493,2.98569848382613e-05,"west"
"2515",2,3,1,0,"MT",1,33493,2.98569848382613e-05,"west"
"2516",2,4,1,0,"MT",0,33493,0,"west"
"2517",2,1,2,0,"MT",9,33493,0.000268712872639298,"west"
"2518",2,2,2,0,"MT",7,33493,0.000208998899324797,"west"
"2519",2,3,2,0,"MT",4,33493,0.000119427939353045,"west"
"2520",2,4,2,0,"MT",0,33493,0,"west"
"2521",2,1,3,0,"MT",7,33493,0.000208998899324797,"west"
"2522",2,2,3,0,"MT",4,33493,0.000119427939353045,"west"
"2523",2,3,3,0,"MT",5,33493,0.000149284926010296,"west"
"2524",2,4,3,0,"MT",0,33493,0,"west"
"2525",2,1,4,0,"MT",1,33493,2.98569848382613e-05,"west"
"2526",2,2,4,0,"MT",3,33493,8.95709526957944e-05,"west"
"2527",2,3,4,0,"MT",6,33493,0.000179141905391589,"west"
"2528",2,4,4,0,"MT",0,33493,0,"west"
"2529",3,1,1,0,"MT",16,33493,0.00047771175741218,"west"
"2530",3,2,1,0,"MT",11,33493,0.000328426831401885,"west"
"2531",3,3,1,0,"MT",8,33493,0.00023885587870609,"west"
"2532",3,4,1,0,"MT",11,33493,0.000328426831401885,"west"
"2533",3,1,2,0,"MT",25,33493,0.000746424600947648,"west"
"2534",3,2,2,0,"MT",24,33493,0.000716567621566355,"west"
"2535",3,3,2,0,"MT",10,33493,0.000298569852020591,"west"
"2536",3,4,2,0,"MT",7,33493,0.000208998899324797,"west"
"2537",3,1,3,0,"MT",18,33493,0.000537425745278597,"west"
"2538",3,2,3,0,"MT",20,33493,0.000597139704041183,"west"
"2539",3,3,3,0,"MT",18,33493,0.000537425745278597,"west"
"2540",3,4,3,0,"MT",2,33493,5.97139696765225e-05,"west"
"2541",3,1,4,0,"MT",3,33493,8.95709526957944e-05,"west"
"2542",3,2,4,0,"MT",12,33493,0.000358283810783178,"west"
"2543",3,3,4,0,"MT",5,33493,0.000149284926010296,"west"
"2544",3,4,4,0,"MT",1,33493,2.98569848382613e-05,"west"
"2545",1,1,1,1,"MT",462,33493,0.0137939266860485,"west"
"2546",1,2,1,1,"MT",360,33493,0.0107485149055719,"west"
"2547",1,3,1,1,"MT",521,33493,0.0155554888769984,"west"
"2548",1,4,1,1,"MT",866,33493,0.0258561484515667,"west"
"2549",1,1,2,1,"MT",751,33493,0.0224225949496031,"west"
"2550",1,2,2,1,"MT",1475,33493,0.0440390519797802,"west"
"2551",1,3,2,1,"MT",1734,33493,0.0517720133066177,"west"
"2552",1,4,2,1,"MT",1322,33493,0.0394709333777428,"west"
"2553",1,1,3,1,"MT",1161,33493,0.0346639603376389,"west"
"2554",1,2,3,1,"MT",1784,33493,0.0532648600637913,"west"
