"marriagedata.rownum","poll","poll.firm","poll.year","id","statenum","statename","region.cat","female","race.wbh","edu.cat","age.cat","age.cat6","age.edu.cat6","educ","age","democrat","republican","black","hispanic","weight","yes.of.opinion.holders","yes.of.all","state","state.initnum","region","no.of.all","no.of.opinion.holders"
"2593","Pew 2004Dec01","Pew ",2004,581,9,"florida",3,0,1,2,4,6,32,3,77,0,0,0,0,1.86956524848938,NA,0,"FL",10,"south",1,NA
"2594","Pew 2004Dec01","Pew ",2004,582,29,"new jersey",1,1,1,4,3,5,28,6,55,0,0,0,0,1.63043475151062,0,0,"NJ",32,"northeast",1,1
"2595","Pew 2004Dec01","Pew ",2004,583,10,"georgia",3,0,2,2,2,2,8,3,30,1,0,1,0,2.41304349899292,0,0,"GA",11,"south",1,1
"2596","Pew 2004Dec01","Pew ",2004,584,32,"north carolina",3,1,1,2,3,5,26,3,59,1,0,0,0,2.52173924446106,1,1,"NC",28,"south",0,0
"2597","Pew 2004Dec01","Pew ",2004,585,21,"michigan",2,0,1,3,4,6,33,5,69,0,0,0,0,1.02173912525177,0,0,"MI",23,"midwest",1,1
"2598","Pew 2004Dec01","Pew ",2004,586,13,"indiana",2,1,1,3,1,2,9,5,27,0,1,0,0,2.23913049697876,1,1,"IN",16,"midwest",0,0
"2599","Pew 2004Dec01","Pew ",2004,587,13,"indiana",2,0,1,1,1,1,1,2,18,1,0,0,0,2.84782600402832,1,1,"IN",16,"midwest",0,0
"2600","Pew 2004Dec01","Pew ",2004,588,13,"indiana",2,1,2,3,1,2,9,5,29,1,0,1,0,2.02173924446106,NA,0,"IN",16,"midwest",1,NA
"2601","Pew 2004Dec01","Pew ",2004,589,13,"indiana",2,1,3,3,2,3,15,5,39,0,0,0,1,2.36956524848938,NA,0,"IN",16,"midwest",1,NA
"2602","Pew 2004Dec01","Pew ",2004,590,22,"minnesota",2,0,1,2,2,2,8,3,31,0,0,0,0,1.93478262424469,NA,0,"MN",24,"midwest",1,NA
"2603","Pew 2004Dec01","Pew ",2004,591,26,"nebraska",2,0,1,1,2,3,13,2,42,0,1,0,0,4.17000007629395,0,0,"NE",30,"midwest",1,1
"2604","Pew 2004Dec01","Pew ",2004,592,3,"arkansas",3,0,1,1,3,5,25,1,56,0,0,0,0,4.17000007629395,0,0,"AR",3,"south",1,1
"2605","Pew 2004Dec01","Pew ",2004,593,24,"missouri",2,0,1,2,3,4,20,3,49,0,0,0,0,1.41304349899292,NA,0,"MO",25,"midwest",1,NA
"2606","Pew 2004Dec01","Pew ",2004,594,42,"texas",3,1,2,4,3,4,22,6,45,1,0,1,0,1.2173912525177,1,1,"TX",44,"south",0,0
"2607","Pew 2004Dec01","Pew ",2004,595,42,"texas",3,1,1,3,3,5,27,5,58,0,0,0,0,1.36956524848938,NA,0,"TX",44,"south",1,NA
"2608","Pew 2004Dec01","Pew ",2004,596,42,"texas",3,0,1,2,3,5,26,3,55,0,0,0,0,2.47826075553894,0,0,"TX",44,"south",1,1
"2609","Pew 2004Dec01","Pew ",2004,597,41,"tennessee",3,0,1,4,2,3,16,6,38,0,1,0,0,2.10869574546814,0,0,"TN",43,"south",1,1
"2610","Pew 2004Dec01","Pew ",2004,598,35,"oklahoma",3,0,1,2,2,3,14,3,43,0,1,0,0,2.4347825050354,0,0,"OK",37,"south",1,1
"2611","Pew 2004Dec01","Pew ",2004,599,22,"minnesota",2,0,1,4,4,6,34,6,73,1,0,0,0,1.13043475151062,0,0,"MN",24,"midwest",1,1
"2612","Pew 2004Dec01","Pew ",2004,600,14,"iowa",2,1,1,3,2,3,15,5,38,0,0,0,0,2,0,0,"IA",13,"midwest",1,1
"2613","Pew 2004Dec01","Pew ",2004,601,17,"louisiana",3,0,2,4,3,4,22,6,53,1,0,1,0,1.41304349899292,0,0,"LA",19,"south",1,1
"2614","Pew 2004Dec01","Pew ",2004,602,3,"arkansas",3,1,1,1,4,6,31,2,71,1,0,0,0,2.47826075553894,0,0,"AR",3,"south",1,1
"2615","Pew 2004Dec01","Pew ",2004,603,13,"indiana",2,0,3,1,2,3,13,2,37,1,0,0,1,4.17000007629395,0,0,"IN",16,"midwest",1,1
"2616","Pew 2004Dec01","Pew ",2004,604,48,"wisconsin",2,0,1,2,3,4,20,4,53,1,0,0,0,2.76086950302124,1,1,"WI",49,"midwest",0,0
"2617","Pew 2004Dec01","Pew ",2004,605,35,"oklahoma",3,1,1,2,2,3,14,3,42,1,0,0,0,3.10869574546814,0,0,"OK",37,"south",1,1
"2618","Pew 2004Dec01","Pew ",2004,606,4,"california",4,1,1,2,3,5,26,3,63,1,0,0,0,2.04347825050354,0,0,"CA",5,"west",1,1
"2619","Pew 2004Dec01","Pew ",2004,607,9,"florida",3,1,1,2,2,2,8,3,30,0,1,0,0,3.08695650100708,0,0,"FL",10,"south",1,1
"2620","Pew 2004Dec01","Pew ",2004,608,9,"florida",3,1,2,2,2,2,8,4,33,1,0,1,0,2.86956524848938,0,0,"FL",10,"south",1,1
"2621","Pew 2004Dec01","Pew ",2004,609,20,"massachusetts",1,0,1,4,2,2,10,7,33,1,0,0,0,2.2826087474823,0,0,"MA",20,"northeast",1,1
"2622","Pew 2004Dec01","Pew ",2004,610,35,"oklahoma",3,0,2,2,2,3,14,3,38,1,0,1,0,3.26086950302124,1,1,"OK",37,"south",0,0
"2623","Pew 2004Dec01","Pew ",2004,611,12,"illinois",2,1,1,4,1,1,4,6,24,0,0,0,0,2.5,0,0,"IL",15,"midwest",1,1
"2624","Pew 2004Dec01","Pew ",2004,612,12,"illinois",2,1,1,4,3,4,22,7,52,0,1,0,0,1.15217387676239,1,1,"IL",15,"midwest",0,0
"2625","Pew 2004Dec01","Pew ",2004,613,41,"tennessee",3,1,1,3,3,4,21,5,48,0,1,0,0,1.67391300201416,0,0,"TN",43,"south",1,1
"2626","Pew 2004Dec01","Pew ",2004,614,13,"indiana",2,1,1,2,2,2,8,3,33,0,1,0,0,2.67391300201416,0,0,"IN",16,"midwest",1,1
"2627","Pew 2004Dec01","Pew ",2004,615,22,"minnesota",2,0,1,2,1,1,2,3,20,0,0,0,0,2.58695650100708,0,0,"MN",24,"midwest",1,1
"2628","Pew 2004Dec01","Pew ",2004,616,23,"mississippi",3,1,2,4,3,5,28,6,60,1,0,1,0,1.10869562625885,1,1,"MS",26,"south",0,0
"2629","Pew 2004Dec01","Pew ",2004,617,35,"oklahoma",3,1,1,1,2,2,7,2,34,0,0,0,0,4.17000007629395,0,0,"OK",37,"south",1,1
"2630","Pew 2004Dec01","Pew ",2004,618,42,"texas",3,1,1,3,4,6,33,5,75,0,0,0,0,1,0,0,"TX",44,"south",1,1
"2631","Pew 2004Dec01","Pew ",2004,619,23,"mississippi",3,1,1,4,3,4,22,7,46,0,1,0,0,1.39130437374115,0,0,"MS",26,"south",1,1
"2632","Pew 2004Dec01","Pew ",2004,620,48,"wisconsin",2,0,1,4,4,6,34,6,92,1,0,0,0,1.2826087474823,0,0,"WI",49,"midwest",1,1
"2633","Pew 2004Dec01","Pew ",2004,621,14,"iowa",2,0,1,4,4,6,34,7,82,1,0,0,0,1,NA,0,"IA",13,"midwest",1,NA
"2634","Pew 2004Dec01","Pew ",2004,622,42,"texas",3,1,2,3,3,4,21,5,45,1,0,1,0,1.43478262424469,0,0,"TX",44,"south",1,1
"2635","Pew 2004Dec01","Pew ",2004,623,21,"michigan",2,0,1,2,4,6,32,3,90,0,1,0,0,1.23913037776947,0,0,"MI",23,"midwest",1,1
"2636","Pew 2004Dec01","Pew ",2004,624,22,"minnesota",2,1,1,4,3,5,28,6,60,0,0,0,0,1.34782612323761,1,1,"MN",24,"midwest",0,0
"2637","Pew 2004Dec01","Pew ",2004,625,24,"missouri",2,0,1,3,4,6,33,5,68,0,0,0,0,1.13043475151062,0,0,"MO",25,"midwest",1,1
"2638","Pew 2004Dec01","Pew ",2004,626,15,"kansas",2,0,1,3,3,4,21,5,48,0,1,0,0,1.65217387676239,0,0,"KS",17,"midwest",1,1
"2639","Pew 2004Dec01","Pew ",2004,627,11,"idaho",4,0,1,4,3,4,22,6,45,0,1,0,0,1,0,0,"ID",14,"west",1,1
"2640","Pew 2004Dec01","Pew ",2004,628,42,"texas",3,0,2,3,2,3,15,5,35,0,0,1,0,1.39130437374115,0,0,"TX",44,"south",1,1
"2641","Pew 2004Dec01","Pew ",2004,629,5,"colorado",4,1,1,3,1,2,9,5,26,0,1,0,0,2,0,0,"CO",6,"west",1,1
"2642","Pew 2004Dec01","Pew ",2004,630,5,"colorado",4,1,1,3,2,3,15,5,44,1,0,0,0,1.52173912525177,0,0,"CO",6,"west",1,1
"2643","Pew 2004Dec01","Pew ",2004,631,11,"idaho",4,0,1,2,4,6,32,3,66,1,0,0,0,1.2173912525177,0,0,"ID",14,"west",1,1
"2644","Pew 2004Dec01","Pew ",2004,632,30,"new mexico",4,0,1,4,NA,NA,NA,7,NA,0,0,0,0,1,1,1,"NM",33,"west",0,0
"2645","Pew 2004Dec01","Pew ",2004,633,43,"utah",4,0,1,2,4,6,32,3,70,0,0,0,0,1.2173912525177,0,0,"UT",45,"west",1,1
"2646","Pew 2004Dec01","Pew ",2004,634,2,"arizona",4,0,1,3,4,6,33,5,74,0,1,0,0,1.02173912525177,0,0,"AZ",4,"west",1,1
"2647","Pew 2004Dec01","Pew ",2004,635,2,"arizona",4,1,1,4,2,2,10,6,30,0,1,0,0,1.73913037776947,0,0,"AZ",4,"west",1,1
"2648","Pew 2004Dec01","Pew ",2004,636,2,"arizona",4,1,3,2,1,2,8,3,26,0,0,0,1,2.34782600402832,1,1,"AZ",4,"west",0,0
"2649","Pew 2004Dec01","Pew ",2004,637,25,"montana",4,1,1,2,3,4,20,4,48,0,1,0,0,1.52173912525177,0,0,"MT",27,"west",1,1
"2650","Pew 2004Dec01","Pew ",2004,638,2,"arizona",4,0,1,4,4,6,34,6,90,0,0,0,0,1,0,0,"AZ",4,"west",1,1
"2651","Pew 2004Dec01","Pew ",2004,639,46,"washington",4,1,1,3,1,2,9,5,25,0,0,0,0,3.58695650100708,0,0,"WA",48,"west",1,1
"2652","Pew 2004Dec01","Pew ",2004,640,4,"california",4,0,3,3,3,4,21,5,47,1,0,0,1,3.10869574546814,1,1,"CA",5,"west",0,0
"2653","Pew 2004Dec01","Pew ",2004,641,32,"north carolina",3,1,1,2,3,4,20,4,48,0,1,0,0,2.4347825050354,0,0,"NC",28,"south",1,1
"2654","Pew 2004Dec01","Pew ",2004,642,4,"california",4,1,2,3,3,5,27,5,57,1,0,1,0,1,0,0,"CA",5,"west",1,1
"2655","Pew 2004Dec01","Pew ",2004,643,46,"washington",4,0,3,4,2,3,16,6,40,0,0,0,1,1.84782612323761,1,1,"WA",48,"west",0,0
"2656","Pew 2004Dec01","Pew ",2004,644,22,"minnesota",2,0,3,3,1,2,9,5,27,1,0,0,1,4.17000007629395,1,1,"MN",24,"midwest",0,0
"2657","Pew 2004Dec01","Pew ",2004,645,4,"california",4,1,1,4,3,5,28,7,58,0,1,0,0,1.2826087474823,1,1,"CA",5,"west",0,0
"2658","Pew 2004Dec01","Pew ",2004,646,4,"california",4,0,1,4,3,5,28,7,61,1,0,0,0,1.32608699798584,1,1,"CA",5,"west",0,0
"2659","Pew 2004Dec01","Pew ",2004,647,4,"california",4,0,1,2,3,5,26,3,56,0,0,0,0,3.13043475151062,1,1,"CA",5,"west",0,0
"2660","Pew 2004Dec01","Pew ",2004,648,46,"washington",4,0,1,1,4,6,31,2,80,0,1,0,0,1.39130437374115,0,0,"WA",48,"west",1,1
"2661","Pew 2004Dec01","Pew ",2004,649,4,"california",4,0,1,2,4,6,32,3,67,0,0,0,0,1.73913037776947,0,0,"CA",5,"west",1,1
"2662","Pew 2004Dec01","Pew ",2004,650,4,"california",4,0,3,3,3,4,21,5,51,0,1,0,1,2.15217399597168,0,0,"CA",5,"west",1,1
"2663","Pew 2004Dec01","Pew ",2004,651,36,"oregon",4,0,1,3,3,4,21,5,52,0,1,0,0,1.58695650100708,0,0,"OR",38,"west",1,1
"2664","Pew 2004Dec01","Pew ",2004,652,4,"california",4,0,1,4,3,5,28,7,56,1,0,0,0,1.32608699798584,0,0,"CA",5,"west",1,1
"2665","Pew 2004Dec01","Pew ",2004,653,4,"california",4,0,3,3,3,5,27,5,64,1,0,0,1,2.7826087474823,1,1,"CA",5,"west",0,0
"2666","Pew 2004Dec01","Pew ",2004,654,46,"washington",4,0,1,3,1,2,9,5,25,0,0,0,0,2.91304349899292,1,1,"WA",48,"west",0,0
"2667","Pew 2004Dec01","Pew ",2004,655,4,"california",4,1,1,4,3,5,28,7,55,1,0,0,0,1,1,1,"CA",5,"west",0,0
"2668","Pew 2004Dec01","Pew ",2004,656,4,"california",4,0,3,2,1,2,8,3,29,0,1,0,1,3.19565224647522,0,0,"CA",5,"west",1,1
"2669","Pew 2004Dec01","Pew ",2004,657,4,"california",4,1,1,4,3,4,22,7,49,1,0,0,0,1.39130437374115,1,1,"CA",5,"west",0,0
"2670","Pew 2004Dec01","Pew ",2004,658,4,"california",4,0,1,2,1,1,2,3,22,0,1,0,0,1.60869562625885,0,0,"CA",5,"west",1,1
"2671","Pew 2004Dec01","Pew ",2004,659,4,"california",4,0,1,3,1,1,3,5,24,0,1,0,0,2.4347825050354,1,1,"CA",5,"west",0,0
"2672","Pew 2004Dec01","Pew ",2004,660,4,"california",4,1,1,3,1,1,3,5,22,1,0,0,0,3.65217399597168,0,0,"CA",5,"west",1,1
"2673","Pew 2004Dec01","Pew ",2004,661,4,"california",4,1,1,2,4,6,32,3,78,0,1,0,0,1.7173912525177,0,0,"CA",5,"west",1,1
"2674","Pew 2004Dec01","Pew ",2004,662,4,"california",4,1,3,2,3,4,20,3,47,0,0,0,1,2.97826075553894,1,1,"CA",5,"west",0,0
"2675","Pew 2004Dec01","Pew ",2004,663,20,"massachusetts",1,0,1,2,4,6,32,3,85,1,0,0,0,2.45652174949646,0,0,"MA",20,"northeast",1,1
"2676","Pew 2004Dec01","Pew ",2004,664,10,"georgia",3,0,1,4,2,3,16,6,40,0,1,0,0,2.0652174949646,1,1,"GA",11,"south",0,0
"2677","Pew 2004Dec01","Pew ",2004,665,39,"south carolina",3,0,1,3,2,3,15,5,35,1,0,0,0,1.76086962223053,0,0,"SC",41,"south",1,1
"2678","Pew 2004Dec01","Pew ",2004,666,9,"florida",3,0,1,3,4,6,33,5,77,0,0,0,0,1,NA,0,"FL",10,"south",1,NA
"2679","Pew 2004Dec01","Pew ",2004,667,9,"florida",3,1,1,2,4,6,32,4,76,1,0,0,0,2.45652174949646,1,1,"FL",10,"south",0,0
"2680","Pew 2004Dec01","Pew ",2004,668,31,"new york",1,0,2,4,2,3,16,6,43,1,0,1,0,2.23913049697876,0,0,"NY",35,"northeast",1,1
"2681","Pew 2004Dec01","Pew ",2004,669,37,"pennsylvania",1,1,1,3,2,3,15,5,42,0,1,0,0,1.93478262424469,0,0,"PA",39,"northeast",1,1
"2682","Pew 2004Dec01","Pew ",2004,670,21,"michigan",2,0,1,4,3,5,28,6,56,0,1,0,0,1.45652174949646,0,0,"MI",23,"midwest",1,1
"2683","Pew 2004Dec01","Pew ",2004,671,34,"ohio",2,0,2,2,3,4,20,3,50,1,0,1,0,3.30434775352478,0,0,"OH",36,"midwest",1,1
"2684","Pew 2004Dec01","Pew ",2004,672,31,"new york",1,0,1,4,2,3,16,6,44,1,0,0,0,1.84782612323761,1,1,"NY",35,"northeast",0,0
"2685","Pew 2004Dec01","Pew ",2004,673,13,"indiana",2,1,1,2,3,4,20,3,46,0,1,0,0,2.19565224647522,0,0,"IN",16,"midwest",1,1
"2686","Pew 2004Dec01","Pew ",2004,674,17,"louisiana",3,0,2,2,2,3,14,3,36,1,0,1,0,3.54347825050354,0,0,"LA",19,"south",1,1
"2687","Pew 2004Dec01","Pew ",2004,675,3,"arkansas",3,0,1,2,3,4,20,3,53,0,0,0,0,3.02173924446106,0,0,"AR",3,"south",1,1
"2688","Pew 2004Dec01","Pew ",2004,676,17,"louisiana",3,0,3,2,1,2,8,3,25,0,1,0,1,4.08695650100708,0,0,"LA",19,"south",1,1
"2689","Pew 2004Dec01","Pew ",2004,677,13,"indiana",2,1,1,2,4,6,32,4,86,0,1,0,0,1.56521737575531,0,0,"IN",16,"midwest",1,1
"2690","Pew 2004Dec01","Pew ",2004,678,25,"montana",4,0,1,4,3,4,22,6,46,0,1,0,0,1,0,0,"MT",27,"west",1,1
"2691","Pew 2004Dec01","Pew ",2004,679,4,"california",4,0,1,4,2,3,16,7,37,1,0,0,0,1.45652174949646,1,1,"CA",5,"west",0,0
"2692","Pew 2004Dec01","Pew ",2004,680,11,"idaho",4,1,1,4,3,4,22,7,50,0,0,0,0,1.56521737575531,0,0,"ID",14,"west",1,1
"2693","Pew 2004Dec01","Pew ",2004,681,36,"oregon",4,1,1,3,4,6,33,5,70,0,1,0,0,1,0,0,"OR",38,"west",1,1
"2694","Pew 2004Dec01","Pew ",2004,682,4,"california",4,0,1,3,4,6,33,5,67,1,0,0,0,1,0,0,"CA",5,"west",1,1
"2695","Pew 2004Dec01","Pew ",2004,683,46,"washington",4,0,1,3,2,3,15,5,42,0,1,0,0,1.86956524848938,0,0,"WA",48,"west",1,1
"2696","Pew 2004Dec01","Pew ",2004,684,10,"georgia",3,1,1,3,4,6,33,5,81,0,1,0,0,1.17391300201416,0,0,"GA",11,"south",1,1
"2697","Pew 2004Dec01","Pew ",2004,685,16,"kentucky",3,1,1,3,2,3,15,5,38,0,1,0,0,1.7173912525177,0,0,"KY",18,"south",1,1
"2698","Pew 2004Dec01","Pew ",2004,686,34,"ohio",2,1,1,2,4,6,32,3,65,0,1,0,0,1.76086962223053,0,0,"OH",36,"midwest",1,1
"2699","Pew 2004Dec01","Pew ",2004,687,21,"michigan",2,0,1,3,3,5,27,5,57,1,0,0,0,1.43478262424469,1,1,"MI",23,"midwest",0,0
"2700","Pew 2004Dec01","Pew ",2004,688,34,"ohio",2,1,1,3,3,4,21,5,52,0,0,0,0,1.34782612323761,0,0,"OH",36,"midwest",1,1
"2701","Pew 2004Dec01","Pew ",2004,689,19,"maryland",3,1,1,4,3,4,22,6,47,0,0,0,0,1.41304349899292,1,1,"MD",21,"south",0,0
"2702","Pew 2004Dec01","Pew ",2004,690,34,"ohio",2,0,1,4,3,5,28,7,62,1,0,0,0,1.63043475151062,1,1,"OH",36,"midwest",0,0
"2703","Pew 2004Dec01","Pew ",2004,691,31,"new york",1,0,1,4,2,2,10,7,31,0,0,0,0,2.36956524848938,0,0,"NY",35,"northeast",1,1
"2704","Pew 2004Dec01","Pew ",2004,692,16,"kentucky",3,1,1,2,1,1,2,3,24,0,1,0,0,3.23913049697876,0,0,"KY",18,"south",1,1
"2705","Pew 2004Dec01","Pew ",2004,693,20,"massachusetts",1,0,1,2,1,1,2,3,19,0,0,0,0,3.9347825050354,1,1,"MA",20,"northeast",0,0
"2706","Pew 2004Dec01","Pew ",2004,694,10,"georgia",3,1,1,1,1,1,1,1,20,0,0,0,0,4.17000007629395,1,1,"GA",11,"south",0,0
"2707","Pew 2004Dec01","Pew ",2004,695,37,"pennsylvania",1,0,1,3,2,3,15,5,36,1,0,0,0,2.52173924446106,1,1,"PA",39,"northeast",0,0
"2708","Pew 2004Dec01","Pew ",2004,696,13,"indiana",2,1,1,2,3,4,20,3,46,0,1,0,0,2.19565224647522,NA,0,"IN",16,"midwest",1,NA
"2709","Pew 2004Dec01","Pew ",2004,697,10,"georgia",3,1,NA,2,4,6,32,3,69,0,0,NA,0,3.2826087474823,NA,0,"GA",11,"south",1,NA
"2710","Pew 2004Dec01","Pew ",2004,698,42,"texas",3,1,3,3,3,5,27,5,56,1,0,0,1,1.2173912525177,1,1,"TX",44,"south",0,0
"2711","Pew 2004Dec01","Pew ",2004,699,34,"ohio",2,1,1,2,4,6,32,3,83,0,1,0,0,1.47826087474823,0,0,"OH",36,"midwest",1,1
"2712","Pew 2004Dec01","Pew ",2004,700,35,"oklahoma",3,0,1,2,3,4,20,3,48,0,1,0,0,2.69565224647522,0,0,"OK",37,"south",1,1
"2713","Pew 2004Dec01","Pew ",2004,701,12,"illinois",2,1,1,1,1,1,1,2,19,0,0,0,0,4.17000007629395,1,1,"IL",15,"midwest",0,0
"2714","Pew 2004Dec01","Pew ",2004,702,42,"texas",3,1,1,3,3,4,21,5,49,0,0,0,0,1.15217387676239,0,0,"TX",44,"south",1,1
"2715","Pew 2004Dec01","Pew ",2004,703,9,"florida",3,1,1,3,3,5,27,5,64,0,1,0,0,1.08695650100708,0,0,"FL",10,"south",1,1
"2716","Pew 2004Dec01","Pew ",2004,704,3,"arkansas",3,1,1,2,3,5,26,3,58,0,1,0,0,2.52173924446106,0,0,"AR",3,"south",1,1
"2717","Pew 2004Dec01","Pew ",2004,705,1,"alabama",3,0,1,2,3,4,20,3,53,0,1,0,0,2.69565224647522,0,0,"AL",2,"south",1,1
"2718","Pew 2004Dec01","Pew ",2004,706,22,"minnesota",2,1,1,4,4,6,34,7,81,0,1,0,0,1.39130437374115,0,0,"MN",24,"midwest",1,1
"2719","Pew 2004Dec01","Pew ",2004,707,12,"illinois",2,1,1,2,3,5,26,3,60,1,0,0,0,2.41304349899292,0,0,"IL",15,"midwest",1,1
"2720","Pew 2004Dec01","Pew ",2004,708,22,"minnesota",2,1,1,3,3,4,21,5,53,0,1,0,0,1.52173912525177,1,1,"MN",24,"midwest",0,0
"2721","Pew 2004Dec01","Pew ",2004,709,12,"illinois",2,1,1,3,2,3,15,5,43,0,1,0,0,2,0,0,"IL",15,"midwest",1,1
"2722","Pew 2004Dec01","Pew ",2004,710,49,"wyoming",4,1,1,4,4,6,34,6,65,0,0,0,0,1,0,0,"WY",51,"west",1,1
"2723","Pew 2004Dec01","Pew ",2004,711,43,"utah",4,0,1,4,3,5,28,6,64,1,0,0,0,1.41304349899292,1,1,"UT",45,"west",0,0
"2724","Pew 2004Dec01","Pew ",2004,712,49,"wyoming",4,1,1,3,3,4,21,5,51,1,0,0,0,1,0,0,"WY",51,"west",1,1
"2725","Pew 2004Dec01","Pew ",2004,713,2,"arizona",4,0,1,1,4,6,31,2,80,0,0,0,0,2.47826075553894,1,1,"AZ",4,"west",0,0
"2726","Pew 2004Dec01","Pew ",2004,714,46,"washington",4,0,1,4,2,3,16,6,35,0,1,0,0,1.7173912525177,0,0,"WA",48,"west",1,1
"2727","Pew 2004Dec01","Pew ",2004,715,4,"california",4,1,3,2,1,1,2,3,20,0,0,0,1,4.17000007629395,1,1,"CA",5,"west",0,0
"2728","Pew 2004Dec01","Pew ",2004,716,6,"connecticut",1,1,1,3,3,4,21,5,53,0,0,0,0,1.89130437374115,0,0,"CT",7,"northeast",1,1
"2729","Pew 2004Dec01","Pew ",2004,717,32,"north carolina",3,0,1,4,4,6,34,7,75,0,1,0,0,1.41304349899292,0,0,"NC",28,"south",1,1
"2730","Pew 2004Dec01","Pew ",2004,718,4,"california",4,1,1,4,2,3,16,6,40,0,1,0,0,2.02173924446106,0,0,"CA",5,"west",1,1
"2731","Pew 2004Dec01","Pew ",2004,719,15,"kansas",2,0,1,3,3,5,27,5,62,0,1,0,0,1.65217387676239,0,0,"KS",17,"midwest",1,1
"2732","Pew 2004Dec01","Pew ",2004,720,9,"florida",3,1,1,3,3,5,27,5,64,0,1,0,0,1.43478262424469,0,0,"FL",10,"south",1,1
"2733","Pew 2004Dec01","Pew ",2004,721,29,"new jersey",1,1,1,2,4,6,32,3,67,0,1,0,0,2.19565224647522,0,0,"NJ",32,"northeast",1,1
"2734","Pew 2004Dec01","Pew ",2004,722,10,"georgia",3,1,1,4,2,3,16,7,43,0,1,0,0,1.7826087474823,1,1,"GA",11,"south",0,0
"2735","Pew 2004Dec01","Pew ",2004,723,6,"connecticut",1,1,1,4,3,4,22,6,48,0,0,0,0,1.73913037776947,1,1,"CT",7,"northeast",0,0
"2736","Pew 2004Dec01","Pew ",2004,724,16,"kentucky",3,0,1,2,4,6,32,4,71,1,0,0,0,1.36956524848938,0,0,"KY",18,"south",1,1
"2737","Pew 2004Dec01","Pew ",2004,725,42,"texas",3,1,1,3,2,3,15,5,36,0,1,0,0,1.67391300201416,NA,0,"TX",44,"south",1,NA
"2738","Pew 2004Dec01","Pew ",2004,726,14,"iowa",2,1,1,1,2,2,7,2,33,1,0,0,0,3.7173912525177,0,0,"IA",13,"midwest",1,1
"2739","Pew 2004Dec01","Pew ",2004,727,3,"arkansas",3,0,1,2,3,5,26,3,61,0,0,0,0,2.7826087474823,0,0,"AR",3,"south",1,1
"2740","Pew 2004Dec01","Pew ",2004,728,1,"alabama",3,1,1,4,3,4,22,6,53,0,1,0,0,1,0,0,"AL",2,"south",1,1
"2741","Pew 2004Dec01","Pew ",2004,729,24,"missouri",2,1,1,2,3,5,26,3,55,0,1,0,0,1.47826087474823,0,0,"MO",25,"midwest",1,1
"2742","Pew 2004Dec01","Pew ",2004,730,14,"iowa",2,1,1,4,2,2,10,6,34,1,0,0,0,1.89130437374115,0,0,"IA",13,"midwest",1,1
"2743","Pew 2004Dec01","Pew ",2004,731,12,"illinois",2,0,1,4,3,5,28,6,63,1,0,0,0,2.0652174949646,0,0,"IL",15,"midwest",1,1
"2744","Pew 2004Dec01","Pew ",2004,732,24,"missouri",2,0,1,2,4,6,32,3,83,1,0,0,0,1.41304349899292,0,0,"MO",25,"midwest",1,1
"2745","Pew 2004Dec01","Pew ",2004,733,42,"texas",3,1,1,4,4,6,34,6,82,0,0,0,0,1.08695650100708,1,1,"TX",44,"south",0,0
"2746","Pew 2004Dec01","Pew ",2004,734,12,"illinois",2,0,1,2,3,4,20,3,45,1,0,0,0,2.10869574546814,0,0,"IL",15,"midwest",1,1
"2747","Pew 2004Dec01","Pew ",2004,735,48,"wisconsin",2,1,1,3,2,2,9,5,31,1,0,0,0,3.34782600402832,1,1,"WI",49,"midwest",0,0
"2748","Pew 2004Dec01","Pew ",2004,736,15,"kansas",2,1,2,4,2,2,10,6,34,1,0,1,0,1.89130437374115,0,0,"KS",17,"midwest",1,1
"2749","Pew 2004Dec01","Pew ",2004,737,25,"montana",4,0,1,4,3,4,22,6,49,0,1,0,0,1.43478262424469,0,0,"MT",27,"west",1,1
"2750","Pew 2004Dec01","Pew ",2004,738,43,"utah",4,0,1,4,3,4,22,6,54,0,1,0,0,1,0,0,"UT",45,"west",1,1
"2751","Pew 2004Dec01","Pew ",2004,739,46,"washington",4,1,3,3,4,6,33,5,66,1,0,0,1,2.52173924446106,NA,0,"WA",48,"west",1,NA
"2752","Pew 2004Dec01","Pew ",2004,740,46,"washington",4,1,1,3,2,2,9,5,32,1,0,0,0,3,0,0,"WA",48,"west",1,1
"2753","Pew 2004Dec01","Pew ",2004,741,4,"california",4,0,2,2,2,2,8,3,30,0,1,1,0,2.91304349899292,1,1,"CA",5,"west",0,0
"2754","Pew 2004Dec01","Pew ",2004,742,3,"arkansas",3,1,1,3,2,3,15,5,41,0,0,0,0,2.5,0,0,"AR",3,"south",1,1
"2755","Pew 2004Dec01","Pew ",2004,743,4,"california",4,1,2,2,1,1,2,3,21,0,0,1,0,4.02173900604248,0,0,"CA",5,"west",1,1
"2756","Pew 2004Dec01","Pew ",2004,744,30,"new mexico",4,1,1,4,2,3,16,6,40,0,0,0,0,1.17391300201416,1,1,"NM",33,"west",0,0
"2757","Pew 2004Dec01","Pew ",2004,745,23,"mississippi",3,1,2,4,1,1,4,6,20,1,0,1,0,2.47826075553894,1,1,"MS",26,"south",0,0
"2758","Pew 2004Dec01","Pew ",2004,746,11,"idaho",4,0,1,4,3,4,22,7,46,0,1,0,0,1,0,0,"ID",14,"west",1,1
